AGM000005,开户日期,Account opening date
PRD000455,授权用户名称,Authorized User Name
PRD000456,利息计提选项代码,Interest accrual option
PRD000459,对账单摘要,Statement Summary
PRD000467,表外业务标志,Whether Off-Balance Sheet Business
PRD000468,表内表外利息金额,Interest Amount On Off Balance Sheet
PRD000469,债权接回标志,Whether take back claim
PRD000497,额度期限单位代码,Limit Deadline Unit
PRD000598,客户编号,/
PRD000659,限额控制方式代码,Control method of credit line
PRD000661,正常余额,Normal balance
PRD000673,复利金额,Compound interest amount
PRD000675,总行资产保全部监督标志,Whether the head office asset insurance all supervision
PRD000678,跨机构管理不良资产标志,Whether Inter-Institution manage bad assets
PRD000679,表内罚息金额,Penalty Interest Amount On Balance Sheet
PRD000683,机动车保险单编号,Motor car Insurance Bill No.
PRD000693,被引用标志,Referenced or not
PRD000697,出账阶段决策流程编号,Decision Process Code Payment Stage
PRD000698,申请阶段决策流程编号,Decision process code application stage
PRD000699,合同阶段决策流程编号,Decision process coding contract stage
PRD000701,参数区间最小值,minimum value of parameter interval
PRD000702,主动属性,Active attribute
PRD000703,主动属性逻辑内容,Active attribute logic content
PRD000704,主动属性逻辑符,Active attribute logic symbol
PRD000707,原贷款证编号,Original loan certificate No
PRD001651,派单时效,Send order Time limit
PRD001838,保险合同编号,Contract number
PRD002526,最高可借多少万元,/
PRD002558,人工合同签约渠道代码,Product contracting channels
PRD002559,自动合同签约渠道代码,Product contracting channels
PRD002573,限额使用方式代码,Control method of credit line
PTY000002,个人开户日期,personal customer account opening date
PTY000004,个人客户主办机构编号,personal customer host bank
PTY000005,个人客户主办客户经理编号,personal customer manager
PTY000007,个人拼音名称,personal customer Pinyin name
PTY000008,称谓代码,personal customer appellation
PTY000009,个人证件类型代码,personal customer ID certificate type
PTY000010,个人证件编号,personal customer ID certificate number
PTY000011,身份证编号,personal customer ID card number
PTY000012,身份证签发日期,personal customer ID card issuing date
PTY000013,身份证到期日期,personal customer ID card due date
PTY000014,证件签发机关所在地行政区划,The administrative division where the certificate issuing authority is located
PTY000015,户籍地行政区划码代码,Census register code
PTY000016,性别代码,gender
PTY000018,客户民族代码,ethnic group
PTY000020,客户年龄,age
PTY000021,政治面貌代码,political status
PTY000023,从业状况代码,employment status
PTY000025,户籍地址区域名称代码,The household registration address district
PTY000026,户口性质代码,Household register
PTY000027,居民户类型代码,personal customer resident type
PTY000028,家庭成员人数,personal customer number of family members
PTY000029,工作单位在我行客户编号,work unit customer number
PTY000030,工作单位名称,work unit name
PTY000031,任职部门名称,depertment
PTY000032,职业代码,professional
PTY000034,公职人员标志,public officer flag
PTY000035,工作单位所属行业代码,industry of work unit
PTY000036,工作单位性质代码,work unit property
PTY000037,个人客户黑名单标志,personal customer blacklist flag
PTY000038,个体工商户标志,self employed people flag
PTY000039,农户标志,farmer flag
PTY000040,农户当地信用环境代码,farmer local credit
PTY000041,农户社会评价（村委会评价）代码,farmer social evaluation
PTY000043,最高学位代码,highest degree
PTY000044,个人联系地址类型代码,personal customer contact address type
PTY000045,个人联系地址国家/地区代码,Individual Customer contact address country/region
PTY000046,个人联系地址省/自治区/直辖市代码,Individual Customer contact address province/autonomous region
PTY000047,个人联系地址市/自治州代码,Individual Customercontact address city/automonous prefecture
PTY000048,个人联系地址区/县代码,Individual Customer contact address district/county
PTY000050,个人联系地址详细地址,personal customer detailed contact address
PTY000051,主要联系地址标志,main contact address flag
PTY000052,个人电话类型代码,personal customer phone type
PTY000053,个人国际长途区号,personal customer international phone code
PTY000054,个人国内长途区号,personal customer domestic phone code
PTY000055,个人电话号码,personal customer phone number
PTY000056,个人电话分机号,personal customer phone extension number
PTY000057,个人主要联系电话标志,personal customer main phone flag
PTY000058,个人互联网地址类型代码,personal customer internet address type
PTY000059,个人互联网地址信息,personal customer internet address
PTY000060,关联人关系类型代码,personal customer related person relationship type
PTY000061,关联人名称,personal customer related person name
PTY000062,关联人证件类型代码,personal customer related person ID certificate type
PTY000063,关联人证件编号,personal customer related person ID certificate number
PTY000064,关联人在我行客户编号,personal customer related person customer number
PTY000065,关联人工作单位在我行客户编号,personal customer related person work unit customer number
PTY000066,关联人工作单位全称,personal customer related person work unit name
PTY000067,关联人工作单位证件类型代码,personal customer related person work unit ID certificate type
PTY000068,关联人工作单位证件编号,personal customer related person work unit ID certificate number
PTY000069,关联人手机号码,personal customer phone number
PTY000070,个人收入来源代码,personal customer income source
PTY000071,个人年收入,personal customer annual income
PTY000072,居住状况代码,residential status
PTY000073,拥有房产面积,real estate area
PTY000074,拥有房产套数,amount of real estate
PTY000075,个人总资产,personal customer total assets
PTY000076,个人总负债,personal customer liabilities
PTY000077,家庭总资产,personal customer total family assets
PTY000078,家庭总负债,personal customer total family liabilities
PTY000079,家庭主要收入来源代码,personal customer main family income source
PTY000080,有无社会保险标志,hold social insurance flag
PTY000081,农户房产原始价值,farmer real estate original value
PTY000082,房产市场价值,Real estate market value
PTY000083,个人客户分层结果代码,personal customer classification result
PTY000084,个人客户分层评定日期,personal customer classification evaluate date
PTY000085,客户风险偏好代码,personal customer risk preference
PTY000086,个人客户风险预警机构,personal customer risk early warning mechanism
PTY000087,个人客户风险预警类别代码,personal customer risk early warning type
PTY000088,个人客户风险预警开始日期,personal customer risk early warning start date
PTY000089,个人客户风险预警解除日期,personal customer risk early warning end date
PTY000090,个人事件编号,personal customer important events number
PTY000091,个人事件名称,personal customer important events name
PTY000092,个人事件涉及金额,personal customer important events amount of money
PTY000093,个人事件描述及原因,personal customer important events discription
PTY000094,个人事件登记人员员工编号,personal customer important events registration staff employee number
PTY000095,个人客户授信额度,personal customer line of credit
PTY000096,个人客户授信额度生效日期,personal customer line of credit start date
PTY000097,个人客户授信额度到期日期,personal customer line of credit end date
PTY000098,个人客户已用授信额度,personal customer has been used line of credit
PTY000099,个人客户剩余授信额度,personal customer remaining of line of credit
PTY000100,个人客户违约认定时间,personal customer default time
PTY000101,个人客户违约币种代码,personal customer default currency
PTY000102,个人客户违约金额,personal customer default value
PTY000103,个人客户申请评分结果,personal customer first credit score
PTY000104,个人客户内部评级有效起始日期,personal customer internal rating start date
PTY000105,个人客户内部评级有效终止日期,personal customer internal rating end date
PTY000106,代发工资客户标志,personal customer payroll credit client flag
PTY000107,个人网银签约客户标志,personal customer online banking client flag
PTY000108,个人手机银行签约客户标志,personal customer mobile banking client flag
PTY000109,个人微信银行绑卡客户标志,personal customer wechat banking client flag
PTY000110,个人客户开户时长,personal customer length of account opening
PTY000113,组织开户日期,orgnization customer account opening date
PTY000115,组织客户主办机构编号,orgnization customer host bank
PTY000116,组织客户主办客户经理编号,orgnization customer manager
PTY000117,组织客户名称,orgnization customer name
PTY000118,组织英文全称,orgnization customer english name
PTY000120,企业出资人经济成分代码,economic composition of enterprise investor
PTY000121,组织证件类型代码,organization customer ID certificate type
PTY000122,组织证件编号,orgnization customer ID certificate number
PTY000123,组织机构编号,orgnization code
PTY000125,地税登记证编号,local tax number
PTY000126,国税登记证编号,China tax number
PTY000127,统一社会信用代码,Unified social credit code
PTY000128,营业执照签发日期,business license issuing date
PTY000132,兼营业务,orgnization customer sideline
PTY000133,注册资本币种代码,organization customer registered capital currency
PTY000137,组织机构类型代码,organization type
PTY000138,企业登记注册类型代码,enterprise registration type
PTY000139,企业注册地国家/地区代码,Enterprise registration address country/region
PTY000140,企业注册地省/自治区/直辖市代码,Enterprise registration address province/autonomous region
PTY000141,企业注册地市/自治州代码,Enterprise registration address city/automonous prefecture
PTY000144,开户许可证编号,account opening license number
PTY000145,金融机构编号,financial institution number
PTY000147,保险业务许可证编号,insurance business license number
PTY000148,证券业务许可证编号,securities business license number
PTY000149,CNAPS银行编号,CNAPS number
PTY000150,机构信用代码证编号,institution credit code number
PTY000153,企业规模代码,enterprise scale(MIIT)
PTY000154,我行基本户标志,basic account flag
PTY000155,基本户开户银行,bank of basic account
PTY000156,本行基本户账号,basic account number
PTY000157,金融机构标志,financial institution flag
PTY000158,组织客户本行股东标志,orgnization customer our shareholder flag
PTY000159,集团客户标志,enterprise customer flag
PTY000161,SPV标志,SPV flag
PTY000162,本行小微客户标志,our micro&small business flag
PTY000163,监管小微客户标志,supervision micro&small business flag
PTY000164,组织客户黑名单标志,orgnization customer blacklist flag
PTY000165,组织联系地址类型代码,personal customer contact address type
PTY000166,组织联系地址国家/地区代码,organization account contact address country/region
PTY000167,组织联系地址省/自治区/直辖市代码,organization customer contact address province/autonomous region
PTY000168,组织联系地址市/自治州代码,organization customer contact address city/automonous prefecture
PTY000169,组织联系地址区/县代码,organization customer contact address district/county
PTY000171,组织联系地址详细地址,orgnization customer detailed contact address
PTY000172,组织电话类型代码,organization customer phone type
PTY000173,组织国际长途区号,orgnization customer inernational phone code
PTY000174,组织国内长途区号,orgnization customer domestic phone code
PTY000175,组织电话号码,orgnization customer phone number
PTY000176,组织电话分机号,orgnization customer phone extension number
PTY000177,关联企业名称,orgnization customer related person name
PTY000178,关联企业关系开始日期,orgnization customer relationship starting date
PTY000179,关联企业关系结束日期,orgnization customer relationship end date
PTY000180,关联企业关系类型代码,organization customer relationship type
PTY000181,关联企业注册资金币种代码,organization customer related enterprise registered capital currency
PTY000182,关联企业在我行客户编号,orgnization customer related enterprise customer number
PTY000183,关联企业营业执照编号,orgnization customer related enterprise business license number
PTY000184,股东名称,orgnization customer shareholder name
PTY000185,股东类型代码,organization customer shareholder type
PTY000187,股东出资币种代码,organization customer shareholder investment currency
PTY000188,股东出资方式代码,organization customer shareholder form of contribution
PTY000189,股东出资金额,orgniazation customer shareholder contribution
PTY000190,股东证件类型代码,organization customer shareholder ID certificate type
PTY000191,股东证件编号,orgniazation customer shareholder ID certificate number
PTY000192,股东在我行客户编号,orgnization customer shareholder customer number
PTY000193,对外投资企业名称,orgnization customer investee name
PTY000194,对外投资持股比例,External Investment shareholding ratio
PTY000195,对外投资出资方式代码,organization customer form of investment
PTY000196,对外投资出资金额,Amount of investment
PTY000197,对外投资出资金额币种代码,organization customer investment currency
PTY000198,对外投资企业在我行客户编号,orgnization customer investee customer number
PTY000199,组织客户重要关联人关系类型代码,organization customer key stakeholder relationship type
PTY000200,组织客户重要关联人中文名,orgnization customer key stakeholder Chinese name
PTY000201,组织客户重要关联人联系信息,orgnization customer key stakeholder contact information
PTY000202,组织客户重要关联人客户编号,orgnization customer key stakeholder customer number
PTY000203,被担保人名称,warrantee name
PTY000204,被担保人组织机构代码,warrantee orgnization code
PTY000205,与被担保人关系类型代码,relationship type with warrantee
PTY000206,被担保人在我行客户编号,warrantee customer number
PTY000207,担保人名称,warranter name
PTY000208,与担保人关系类型代码,relationship type with warranter
PTY000209,担保人在我行客户编号,warranter customer number
PTY000210,担保人组织机构代码,warranter orgnization code
PTY000211,财务报表类型代码,financial statement type
PTY000212,经营性现金净流量,net cash flow from operating
PTY000213,净利润,net margin
PTY000214,现金流量净额,net cash flow
PTY000215,利润总额,total profit
PTY000216,利息保障倍数,times interest earned
PTY000217,流动比率,current ratio
PTY000219,速动比率,quick ratio
PTY000220,所有者权益,owners equity
PTY000222,应收账款周转率,receivable turnover
PTY000223,资产负债率,asset-liability ratio
PTY000226,存货,inventory
PTY000228,上市地点代码,listing location
PTY000229,上市日期,listing date
PTY000230,组织客户外部评级结果代码,organization customer external rating results
PTY000231,组织客户外部评级有效起始日期,external rating results starting date
PTY000232,组织客户外部评级有效终止日期,external rating results end date
PTY000233,违约客户标志,default customer flag
PTY000235,组织客户内部评级有效起始日期,orgnization customer internal rating results starting date
PTY000236,组织客户内部评级有效终止日期,orgnization customer internal rating results end date
PTY000237,外部评级机构代码,organization customer external rating agencies code
PTY000238,组织事件编号,orgnization customer important events number
PTY000239,组织事件名称,orgnization customer important events name
PTY000240,组织事件涉及金额,orgnization customer important events amount of money
PTY000241,组织事件描述及原因,orgnization customer important events discription
PTY000242,组织事件登记人员员工编号,orgnization customer important events registration staff employee number
PTY000243,组织客户授信额度,orgnization customer line of credit
PTY000244,组织授信额度生效日期,orgnization customer line of credit start date
PTY000245,组织授信额度到期日期,orgnization customer line of credit end date
PTY000247,企业网银签约客户标志,orgnization customer online banking client flag
PTY000248,企业手机银行签约客户标志,orgnization customer mobile banking client flag
PTY000250,个人健康生理信息,Personal health physiological information
PTY000253,新市民标志,New citizens Indicator
PTY000259,异地企业标志,Organization customer at another place logo
PTY000262,与核心企业合作年限,Years of cooperation with core enterprises
PTY000263,与核心企业合作情况,Cooperation with core enterprises
PTY000264,审计意见代码,audit opinions
PTY000265,合作协议编号,Cooperative Agreement number
PTY000266,合作协议名称,Name of the Cooperation Agreement
PTY000267,担保放大倍数,gur the magnification
PTY000268,保证金账户账户名称,Margin account username
PTY000269,单户最高担保额度,Single family maximum gur quato
PTY000270,在保责任余额,Balance in insurance liability
PTY000271,本金赔付比例,Principal pay scale
PTY000272,担保代偿累计,Cumulative amount of compensation
PTY000273,应代偿未代偿金额,Unreimbursed Amount
PTY000274,合作起始日期,Effective date of the cooperation
PTY000275,合作结束日期,Due date of the cooperation
PTY000276,代理销售汽车合同编号,Agency sales contract number
PTY000277,汽车销售许可证编号,dealer car sales license
PTY000278,楼盘坐落位置,Location of the building
PTY000279,楼盘占地总面积,The total area of the building
PTY000280,楼盘住宅面积,residential area of the property
PTY000281,套数,Real estate
PTY000282,楼盘商业面积,commercial area of the property
PTY000283,楼盘地下车位面积,Building underground parking area
PTY000284,楼盘栋数,The number of buildings
PTY000285,楼盘平均售价,Average price
PTY000286,楼盘预计总收入,Estimated total revenue
PTY000287,楼盘投资总额,The total amount of investment
PTY000288,规划用途代码,Programming use
PTY000289,项目编号,Project Number
PTY000290,合作额度,Cooperation quota
PTY000291,保证金担保放大倍数,Magnification of margin gur
PTY000292,合作额度占用额,Used occupancy of cooperation quota
PTY000293,剩余可使用合作额度,The remainder of cooperation quota
PTY000294,合作产品名称代码,Cooperation product name
PTY000295,风险分摊标志,Risk allocation or not
PTY000296,风险分摊账户名称,Name of the risk allocation account
PTY000297,风险分摊账号,Risk allocation account number
PTY000298,风险分摊比例,Risk allocation ratio
PTY000299,异地客户标志,Local customer or not
PTY000300,本地居住时间（年）,Local residence date
PTY000301,健康状况代码,Health Situation
PTY000302,最高学历院校,Degree obtaining institution
PTY000303,毕业时间,Degree acquisition date
PTY000304,自雇者/他雇者标识代码,Self-employees or not
PTY000305,本行员工标志,Employee of the bank or not
PTY000307,本行股东标志,Shareholders of the bank or not
PTY000308,本行关系人标志,Related party of the bank or not
PTY000309,经营项目名称,Business Project Name
PTY000310,经营场所,place of business
PTY000311,经营场所性质代码,The nature of business place
PTY000312,年营业额（元）,Annual turnover
PTY000313,高校名称,Name of University
PTY000314,院校类型代码,Type of educational institution
PTY000315,院系名称,Department name
PTY000316,专业名称,Major name
PTY000317,学生证编号,student ID
PTY000318,入学时间,date of start school
PTY000319,工作类型代码,Type of work
PTY000320,与客户关系代码,Relationship with personal customer
PTY000321,关系人名称,Name of related person
PTY000322,与借款人共同经营标志,Joint operation with the borrower or not
PTY000324,参加社会保险标志,hold social insurance flag
PTY000325,个人每月交纳社保金额,Monthly social insurance payment
PTY000326,缴纳公积金标志,Whether to pay provident fund
PTY000327,个人每月交纳公积金金额,Monthly payment of accumulation fund
PTY000328,数量,quantity
PTY000329,购置价值,Purchase price
PTY000330,购置年月,Date of purchase
PTY000331,资产状态代码,Asset status
PTY000332,有共有人标志,Co owner or not
PTY000333,财产共有人,Name of co owner
PTY000334,总价值,Total value
PTY000336,出租标志,Rent or not
PTY000337,租金收益（元/年）,Annual rental income
PTY000338,银行/联社名称,Bank name of loan
PTY000339,他行贷款余额,Other bank loan balance
PTY000340,其他负债金额,Amount of other liabilities
PTY000341,其他负债账龄,Account age other liabilities
PTY000342,对外担保编号,External gur No.
PTY000343,对外担保金额,Amount of external gur
PTY000344,对外担保余额,External gur balance
PTY000345,逾期次数,Number of overdue periods
PTY000346,逾期金额,Amount of overdue principal
PTY000347,逾期余额,Overdue balance
PTY000348,配偶逾期次数,Number of spouses's overdue
PTY000349,配偶逾期金额,Overdue amount of spouse
PTY000350,配偶逾期余额,Spouse's overdue balance
PTY000351,个人月均工资收入,Average monthly salary
PTY000352,个人月均经营收入,Average monthly operating income
PTY000353,个人其他收入,Average monthly other income
PTY000354,其他收入说明,Description of other income
PTY000355,个人月均收入,personal customer monthly income
PTY000356,个人月均总支出,personal monthly average total expenditure
PTY000357,个人可支配收入,Personal disposable income
PTY000358,家庭月均总收入,Total monthly average household income
PTY000359,家庭月均生活费用支出,Monthly family living expenses
PTY000360,家庭月均赡养支出,Monthly family support expenditure
PTY000361,家庭月均还款支出,Monthly household repayment expenditure
PTY000362,家庭月均其他支出,Monthly other household expenses
PTY000363,其他支出说明,Description of other expenses
PTY000364,家庭月均总支出,Total monthly average household expenditure
PTY000365,月均家庭可支配收入,Average monthly household disposable income
PTY000366,家庭对外担保总金额,Total amount of family external gur
PTY000367,家庭资产负债比率,Household asset liability ratio
PTY000368,家庭或有负债比率,Proportion of family contingent liabilities
PTY000369,家庭收支比率,Household income and expenditure ratio
PTY000370,工作年限,Years of working
PTY000371,车辆价值,Vehicle value
PTY000372,农业机械价值,Value of agricultural machinery
PTY000373,牲畜价值,Livestock value
PTY000374,其他资产,Value of other assets
PTY000375,其他负债,Other liabilities
PTY000376,种植收入,Planting income
PTY000377,养殖收入,Breeding income
PTY000378,经商收入,Business income
PTY000379,工资性收入,Wage income
PTY000380,财产收入,Property income
PTY000381,经营费用支出,Operating expenses
PTY000382,为信用户标志,Credit or not
PTY000383,个人月度还款金额（元）,Monthly repayment amount
PTY000384,月度还款金额占个人月收入比,Ratio of monthly repayment amount to personal monthly income
PTY000385,月度还款金额占家庭月收入比,Ratio of monthly repayment amount to monthly household income
PTY000386,月债务支出占月度收入比,Ratio of monthly debt expenditure to monthly income
PTY000387,风险分析,Risk analysis
PTY000388,风险原因,Risk reasons
PTY000395,合作方客户编号,Cooperation customer number
PTY000396,合作方名称,Cooperation customer name
PTY000397,合作方类别代码,Cooperation customer Category
PTY000398,合作项目类别代码,Cooperation project Category
PTY000399,合作额度类型代码,Type of cooperation quota
PTY000400,担保责任代码,Liability to guarantee
PTY000401,共享范围代码,Scope of sharing
PTY000402,楼盘建筑总面积,Total Gross Floor Area of the building
PTY000403,投资方式代码,Mode of investment
PTY000404,经营概述,Business overview
PTY000405,认缴出资金额,The amount of capital contribution subscribed
PTY000406,实缴出资金额,Amount of paid-in funds
PTY000407,从事行业经验,Engaged in industry experience
PTY000408,经营期限,Operating period
PTY000409,从业年限,Entire period of actual operation
PTY000410,命中公检法标志,Whether to hit the Public Prosecution Law
PTY000411,黑名单标志,Blacklist flag
PTY000412,对外投资企业证件类型代码,Investee's ID certificate type
PTY000413,对外投资企业证件编号,Investee's ID certificate number
PTY000414,对外投资企业法定代表人,Legal representative of the investee
PTY000415,对外投资企业经营范围,Investee's business scope
PTY000416,对外投资企业注册资本,Amount of investee's registered capital
PTY000417,投资日期,investment date
PTY000418,外部信用等级评级机构名称,credit rating agency
PTY000421,剩余授信额度,orgnization customer remaining of line of credit
PTY000422,诉讼状态标志,Litigation status
PTY000423,征信逾期次数,Number of overdue in credit report
PTY000424,账户编号,account number
PTY000426,日均存款,Average daily deposit
PTY000427,存款余额,Deposits
PTY000428,本行贷款总额,The total loan amount of our bank
PTY000429,被担保人客户名称,Warrantee name
PTY000430,被担保人证件类型代码,ID Certificate type of guarantor
PTY000431,被担保人证件编号,ID number of guarantee
PTY000432,对外担保币种代码,External guarantee currency
PTY000433,主要组成人员职位代码,Main members positions
PTY000434,主要出资人个数,Number of major investors
PTY000435,出资人类型代码,Type of investor
PTY000437,出资人名称,Name of investor
PTY000438,出资人证件类型代码,Investor ID certificate type
PTY000439,出资人证件编号,Investor ID certificate number
PTY000440,上级机构类型代码,Type of superior organization
PTY000441,上级机构名称,Name of superior organization
PTY000442,上级机构证件类型代码,ID certificate type of the upper - level organization
PTY000443,上级机构证件编号,Id number of the superior organization
PTY000444,办公地址,Work address
PTY000445,居住地址区域代码,Residential address district code
PTY000446,居住地址区域名称代码,Residential address district
PTY000447,报表录入日期,Report entry date
PTY000448,报表年份,Year of report
PTY000449,报表周期类型代码,Report period type
PTY000450,出质人客户类型代码,Pledgor customer type
PTY000451,出质人证件类型代码,Pledgor ID certificate type
PTY000452,同业客户标志,Peer customer mark
PTY000453,经济依存客户编号,Economic Dependence Customer number
PTY000454,关联方类型,The type of the Associated Party
PTY000455,脱贫状态代码,Poverty Alleviation
PTY000456,工业转型升级标志,Logo for technical transformation and upgrading of industrial enterprises
PTY000457,低保户标志,Identification of low-income earners
PTY000458,高新技术企业标志,High-tech enterprise logo
PTY000459,科技型中小企业标志,Identification of small and medium-sized high-tech enterprises
PTY000460,专精特新中小企业标志,Specializing in the new small and medium-sized enterprise logo
PTY000461,科技型企业标志,Identification of high-tech enterprises
PTY000462,科创企业标志,Logo of Science and technology start-up Enterprise
PTY000463,实际控制人客户编号,Actual controller number
PTY000464,实际控制人类型代码,type of actual controller
PTY000465,集团已用额度,group customer has been used line of credit
PTY000466,供应链融资编号,Supply chain financing code
PTY000467,成员已用额度,group member customer has been used line of credit
PTY000468,关联客户名称,Related customer name
PTY000469,关联人类别代码,Related person type
PTY000470,关联企业证件类型代码,organization customer related enterprise certificate type
PTY000471,担保人净资产币种代码,Net asset currency of the guarantor
PTY000472,配偶名称,Spouse's name
PTY000473,配偶证件类型代码,ID Certificate type of Spouse
PTY000474,配偶证件编号,Id number of spouse
PTY000475,户籍地址区域代码,The household registration address district code
PTY000476,证件地址区域名称代码,Id address district
PTY000477,证件地址,Id address
PTY000478,证件地址区域代码,Id address district code
PTY000479,居住地址,Residential address
PTY000480,办公地址行政编号,Work address district code
PTY000483,证件有效期起始日期,Start date of validity of the certificate
PTY000485,证件签发机关名称,Name of the issuing authority
PTY000486,组织客户反担保方式代码,Organization customer Counter guarantee mode
PTY000488,国别代码,nationality code
PTY000489,主要组成人员人数,Number of main members
PTY000490,主要组成人员名称,Name of main members
PTY000491,主要组成人员证件类型代码,ID certificate type of main members ID certificate type
PTY000492,主要组成人员证件编号,Id number of main members
PTY000494,经营状况代码,State of operation
PTY000495,授信额度,line of credit
PTY000497,实际控制人证件类型代码,Actual Controller ID certificate type
PTY000499,联系地址区域名称代码,Contact address district
PTY000501,联系地址,Contact address
PTY000502,家庭年收入,Annual household income
PTY000503,组织客户类型代码,organization customer type
PTY000504,法人代表证件类型代码,organization legal representative ID certificate type
PTY000505,法人代表证件编号,organization legal representative ID certificate number
PTY000506,财务负责人名称,Name of financial officer
PTY000507,财务负责人证件类型代码,ID Certificate type of financial officer
PTY000508,财务负责人证件编号,Id number of the financial officer
PTY000509,财务报表编号,financial statement number
PTY000510,财务报表日期,Report reporting date
PTY000511,经过审计标志,whether the audit
PTY000512,审计单位,audit company
PTY000513,报表口径代码,Statement caliber
PTY000514,税前利润,profit before depreciation intrest and tax
PTY000515,所得税,income tax
PTY000516,应收账款,Accounts receivable limit
PTY000517,其他应收款,other receivables
PTY000518,集团编号,group number
PTY000519,集团名称,group name
PTY000520,母公司客户编号,parent company number
PTY000521,母公司名称,parent company name
PTY000522,实际控制人名称,Actual controller name
PTY000524,财务报表币种代码,Financial statement currency
PTY000525,其他负债币种代码,Other liabilities currency
PTY000526,对外担保方式代码,Personal customer external gur mode
PTY000528,或有负债币种代码,Contingent liabilities currency
PTY000529,组织客户对外担保方式代码,Orgnization customer external gur mode
PTY000530,新型农业经营主体类型代码,Types of new agricultural management entities
PTY000531,个人客户类型代码,Personal customer type
PTY000532,行业分类代码,standard industrial classification codes
PTY000535,控股类型代码,Type of holding
PTY000537,个人客户外部评级结果,personal customer external rating results
PTY000538,风险预警信号代码,Risk warning signal
PTY000539,关注事件代码,Focus on event code
PTY000540,关联关系代码,Relationship types
PTY000541,办公地址行政名称,Work address district
PTY000542,报表期间代码,Report period
PTY000543,战略性新兴产业分类代码,Identification of strategic emerging industries classification
PTY000544,文化产业分类代码,Cultural Industry classification
PTY000545,高技术制造业分类代码,High-tech manufacturing classification
PTY000546,"专精特新""小巨人""企业标志",Specialising in the new“Little giant” corporate logo
PTY000547,企业成长阶段代码,Growth Phase
PTY000548,联动方式代码,Linkage mode
PTY000549,经费来源代码,Source of funds
PTY000550,集团客户类型代码,Type of Group customers
PTY000551,客户与我行关系代码,Customer Interoperability
PTY000552,上期信用等级代码,Last credit rating
PTY000553,行业前景、行业地位等,"Industry prospect, industry position, etc"
PTY000597,指标名称,Index Name
PTY000599,指标值,Index Value
PTY000606,直接评价人,Direction Assess Person
PTY000615,指标分值等级模板编号,Index Score Value Grade Template Id
PTY000644,联系地址类型代码,customer contact address type
PTY000648,证件类型代码,customer ID certificate type
PTY000663,委托方式代码,Entrustment method
PTY000690,信息记录日期,information record date
PTY000700,在注协名单内标志,Whether it is in the list of annotation associations
PTY000712,信息管理人编号,information manager man id
PTY000713,信息管理机构编号,information manager orgnazation id
PTY000767,成员类型代码,member type
PTY000787,爱好,hobby
PTY000788,持卡情况,Card holding
PTY000951,投资活动现金流量,Invest Activity Cash flow
PTY000962,筹资活动现金流量,financing Activity Cash flow
PTY000968,投资活动现金流量净额,Invest Activity Cash flow Net Amount
PTY000974,经营活动现金流量,Operate Activity Cash flow
PTY001164,指标分值等级模板名称,Index Score Value Grade Template Name
PTY001165,通讯地址标志,Mailing address or not
PTY001168,出口荣誉企业标志,Whether it is an honorable export enterprise
PTY001169,进出口经营权标志,Whether there is import and export operation right
PTY001170,高污染企业标志,High pollution enterprise or not
PTY001171,进出口权标志,Identification of import and export right
PTY001230,房屋信息,house information
PTY001234,战略新兴产业类型代码,strategic emerging industries type
PTY001243,涉及行业情况,industry situation
PTY001244,国际行业分类,International Industry Classification
PTY001245,项目所属行业,Industry
PTY001246,信息来源,information sources
PTY001247,套内建筑面积,Inside building area
PTY001248,保障金额,Guarantee amount
PTY001249,开户行本行标志,Whether the deposit bank is the bank
PTY001251,投保日期,Insurance Date
PTY001252,国际区号,global roaming
PTY001258,投资主体,Investor
PTY001265,管户人编号,Housekeeper
PTY001266,上次更新日期,last update date
PTY001267,家谱版本编号,Genealogy version number
PTY001268,法人名称,Legal person name
PTY001269,龙头企业标志,Whether it is a leading enterprise
PTY001270,上市标志,Whether it is listed
PTY001271,上市市场,Listed market
PTY001272,放款账号信息与还款计划,Loan account information and repayment plan
PTY001273,企业中征码,Enterprise Zhongzheng Code
PTY001274,货物描述,Item description
PTY001275,本地常住标志,Local resident or not
PTY001276,村居纬度,Village latitude
PTY001277,村居经度,Village longitude
PTY001278,主营业务,main business
PTY001279,主证件标志,Master certificate or not
PTY001280,主要生产设备,main equipment
PTY001281,项目主要产品,Main products of the project
PTY001282,主要产品情况,main product situation
PTY001283,大学专业,major
PTY001284,管理费用,manager cost
PTY001285,为短信接收号码标志,Whether it is SMS receiving number code
PTY001287,企业证件类型代码,Enterprise certificate type
PTY001288,最新接收日期,Latest receiving date
PTY001304,异地项目标志,Whether it is a non local project
PTY001305,其他费用,other cost
PTY001597,证件编号,Credential No.
PTY001662,与管理公司关系代码,With Management Company Relation
PTY002091,间接授信额度,Indirect line of credit
PTY002318,居住地邮政编号,Resident address zip code
PTY002363,当前居住地址-省代码,Current  contact address province/autonomous region
PTY002364,当前居住地址-县（区）代码,Current contact address district/county
PTY002455,其他贷款,Other Loans
PTY003202,上一家谱版本编号,Genealogy version number
PTY003203,推荐人证件类型代码,customer ID certificate type
PTY003625,出资人编号,Name of investor
PTY003647,户籍地址区域名称,The household registration address district
PTY003653,金融机构名称,financial institution number
PTY003655,涉及金额,
SYS000013,编号格式,/
SYS000015,标准角色编号,/
SYS000083,管理级别,/
SYS000089,柜员卡制卡状态,/
SYS000090,柜员类型,/
SYS000098,柜员状态,/
